Overall,Finishing,Wage,Potential,Reactions,Weight,Value,Age,BallControl,Dribbling,Stamina,Vision,PreferredFoot,Height
68,53,2,69,71,21,200,25,68,68,72,67,0,8
69,65,15,76,62,28,4,21,73,70,66,74,0,11
66,50,34,66,67,26,155,29,69,63,70,61,1,8
67,38,36,67,72,25,155,27,62,54,79,49,0,11
71,66,15,79,61,15,47,22,74,77,64,62,0,6
65,46,36,65,63,18,127,28,58,55,88,59,0,10
70,64,2,70,64,20,4,27,69,67,74,65,1,8
68,50,24,82,59,16,5,18,66,61,75,66,1,9
67,59,38,67,49,27,180,26,71,70,54,68,0,1
73,38,29,74,72,28,50,26,66,59,76,39,1,14
77,44,33,77,74,41,158,29,65,62,74,43,1,14
72,70,40,76,64,30,51,23,75,74,75,68,1,12
67,56,24,71,66,25,198,23,69,69,69,54,1,2
76,41,25,76,69,40,118,28,60,57,70,52,0,14
70,30,8,70,66,26,43,29,71,64,73,66,1,12
74,30,40,75,64,33,83,27,59,49,77,48,1,13
70,77,28,70,66,18,1,32,73,71,62,61,0,9
72,42,8,74,66,29,44,26,64,51,78,56,1,11
64,52,27,71,66,25,160,22,61,63,69,62,1,1
69,73,8,69,62,29,43,28,66,69,75,57,1,12
73,70,8,76,77,27,90,24,71,73,59,55,1,2
66,41,19,69,55,21,168,24,62,60,77,63,1,9
63,58,19,63,69,26,93,29,59,59,63,64,0,13
75,48,15,75,67,36,84,28,59,61,54,51,0,12
74,41,15,75,72,40,83,27,65,55,76,55,1,15
70,58,8,70,68,24,4,27,72,75,71,72,1,8
67,55,27,69,67,33,189,25,67,65,79,64,1,12
64,46,34,65,57,27,133,26,60,57,80,62,1,2
64,46,24,64,65,24,76,31,65,59,81,48,1,8
64,56,19,64,63,21,104,31,64,58,76,67,1,1
68,30,40,68,68,27,174,27,63,60,77,41,0,11
62,52,19,62,62,33,76,27,63,59,70,54,1,2
75,79,25,78,74,24,158,25,71,69,66,34,1,1
68,70,34,68,57,12,196,25,68,72,63,57,1,7
67,60,32,72,57,23,200,24,69,76,68,55,1,10
69,61,38,69,64,22,43,27,62,70,91,60,1,1
70,66,40,70,73,25,166,34,72,74,47,75,1,10
68,58,38,72,66,14,1,23,73,71,72,73,1,8
74,75,15,74,72,27,86,28,75,71,70,56,1,2
68,40,38,83,62,14,7,18,75,63,74,65,1,8
67,47,36,67,69,27,155,28,70,63,68,63,1,10
71,63,2,82,60,18,49,19,76,77,61,68,1,1
63,58,19,63,50,21,70,29,62,63,69,60,1,8
75,76,15,82,68,20,172,20,80,81,60,59,0,10
68,35,40,74,58,33,43,23,66,68,74,59,1,12
68,15,8,68,71,22,190,26,70,69,67,69,1,2
63,60,24,63,68,28,104,26,61,58,83,53,1,14
64,56,24,64,67,25,127,29,56,58,82,52,1,1
69,63,34,82,55,19,8,19,73,74,54,69,1,2
63,58,19,63,60,24,104,26,59,60,72,61,1,1
65,60,19,65,52,34,146,28,68,62,82,67,0,1
75,68,29,83,63,26,172,22,77,79,72,72,1,9
71,33,8,71,71,26,3,28,64,57,83,54,1,2
64,62,32,67,62,31,152,23,63,65,62,64,0,12
62,53,19,62,61,24,71,36,67,62,39,55,0,1
67,53,34,71,66,18,198,24,70,65,62,68,1,1
69,46,40,75,61,18,2,23,61,70,83,40,1,8
70,67,32,70,73,31,3,30,67,65,61,68,0,11
67,60,27,67,66,28,174,28,64,64,72,61,1,2
67,63,38,67,57,23,160,31,70,71,70,63,1,2
69,41,8,69,71,25,155,32,65,61,65,47,0,12
73,73,25,76,68,24,89,25,73,69,64,58,0,12
67,54,40,67,64,39,155,28,60,54,82,50,1,13
69,52,40,69,72,25,185,32,67,68,65,68,1,1
65,54,24,65,64,22,110,29,67,70,69,59,1,1
73,78,25,73,77,23,51,29,69,70,76,63,1,2
72,35,21,74,61,33,45,24,68,67,75,64,1,15
77,35,8,85,75,25,194,19,69,58,69,43,1,11
68,65,2,68,72,21,189,29,68,66,70,65,1,2
72,41,15,81,63,21,51,21,66,73,72,67,0,10
71,48,34,73,71,29,6,26,65,62,91,71,1,11
65,42,19,65,67,29,93,32,66,55,83,52,0,12
63,52,27,68,59,21,137,24,65,64,71,64,1,2
66,49,40,68,60,28,163,26,62,63,75,56,1,11
67,49,36,72,64,24,199,22,75,70,59,65,1,12
72,51,8,72,71,30,166,34,74,63,34,62,1,14
68,59,8,68,71,16,133,34,71,68,70,68,0,10
72,70,15,72,77,17,47,24,72,75,63,54,1,9
62,48,27,62,69,22,58,29,62,58,73,55,0,2
67,55,32,67,65,28,127,32,62,57,82,52,0,2
68,52,34,68,59,27,163,30,70,71,71,63,1,12
68,33,2,68,69,32,168,28,60,58,81,67,1,13
83,37,29,88,76,27,77,21,56,47,70,27,1,12
72,52,8,73,62,21,82,27,73,62,78,62,1,2
65,48,27,65,64,22,142,29,65,63,79,62,1,1
62,57,24,65,62,19,93,23,64,67,44,60,1,2
74,69,15,77,64,18,119,24,75,77,82,70,1,1
64,44,24,75,59,22,168,19,68,64,66,68,1,9
70,44,28,70,73,35,2,24,59,51,64,64,1,11
69,46,2,69,64,31,174,30,62,50,84,61,1,12
70,26,38,70,66,23,1,26,65,65,72,47,0,1
74,71,29,77,68,17,120,24,76,77,68,70,0,1
72,76,38,72,69,25,7,32,69,73,81,55,1,11
74,76,40,74,69,36,117,31,70,69,63,68,1,12
68,69,32,75,52,19,2,21,66,63,75,51,0,10
68,66,27,73,62,26,1,24,68,70,77,66,0,11
71,66,34,74,70,30,44,24,70,73,77,63,1,12
71,46,34,72,72,30,6,25,62,62,82,64,1,11
66,57,19,66,60,26,160,28,66,65,78,58,1,1
75,43,15,75,67,31,89,24,56,44,61,44,1,1
72,49,2,72,71,29,7,27,67,57,77,62,1,2
67,62,34,67,63,29,181,26,66,68,62,60,1,13
67,50,36,67,71,21,142,31,59,65,62,57,1,1
70,41,8,72,66,28,3,25,66,61,74,71,1,11
68,44,36,74,66,25,43,23,62,60,75,57,1,11
70,65,36,75,67,19,8,22,74,74,69,66,1,8
64,37,24,64,65,27,67,32,59,54,78,56,1,1
66,49,28,66,76,19,152,24,66,68,66,55,0,9
70,71,38,71,65,14,6,25,68,70,73,65,1,7
70,69,8,73,70,25,7,24,70,71,49,74,1,12
68,52,32,77,64,19,3,22,71,68,71,70,1,1
67,62,32,72,55,19,199,24,70,67,49,68,1,10
66,57,24,72,54,19,190,22,72,65,66,57,1,1
69,64,36,69,66,25,196,30,69,70,73,64,0,11
67,47,32,75,58,30,187,19,62,58,72,39,0,12
68,69,34,68,65,23,180,31,72,62,53,59,1,2
66,34,19,66,70,26,155,29,67,58,93,58,1,1
67,52,32,69,67,21,189,25,68,66,87,68,1,10
70,66,8,78,75,23,82,20,72,76,60,67,0,2
65,33,40,69,65,11,155,24,53,57,79,49,0,7
66,55,19,66,65,18,160,28,68,61,62,68,0,11
64,55,19,69,68,31,146,21,61,63,69,52,1,10
66,65,38,69,52,28,185,24,57,63,81,46,0,1
71,70,38,71,54,34,54,37,67,67,46,68,1,13
66,67,27,66,63,16,152,31,71,73,65,60,1,8
66,64,32,66,63,30,163,26,68,69,61,60,1,11
63,52,19,63,62,29,58,33,63,62,69,63,0,12
73,32,19,73,73,29,45,29,68,55,78,59,1,11
70,67,40,73,68,14,7,24,70,72,62,69,1,9
69,49,32,72,64,13,3,24,68,71,72,62,1,7
74,36,2,74,69,23,50,28,69,50,73,59,1,10
74,76,29,74,75,22,86,28,73,65,69,69,1,10
65,60,24,65,65,29,127,28,57,56,67,50,1,11
69,48,38,83,63,24,44,19,68,73,84,73,1,12
68,45,32,72,59,26,199,21,62,64,70,41,1,2
66,40,27,66,58,23,133,30,57,61,72,58,1,2
71,53,2,79,69,21,44,21,64,71,75,49,1,11
70,33,2,71,62,25,3,25,70,42,63,59,0,13
62,70,27,62,55,26,61,32,54,49,77,75,1,2
68,24,8,77,66,38,2,22,69,64,65,51,0,13
65,48,24,71,64,31,178,23,69,59,82,59,0,2
76,26,21,80,74,30,172,23,66,54,64,38,1,12
67,64,2,67,65,19,185,25,68,72,75,63,1,9
72,65,8,75,64,36,50,24,73,76,72,70,1,13
77,81,37,82,75,39,195,22,75,68,81,50,0,11
70,49,8,77,61,37,6,23,66,64,78,72,0,14
71,50,8,71,71,35,3,27,66,58,79,61,1,14
77,76,15,79,73,23,202,24,73,72,61,56,1,1
67,48,19,73,66,23,200,23,65,63,78,62,0,1
68,64,32,72,57,22,199,24,68,72,63,52,0,10
72,55,15,72,59,17,45,26,77,75,69,65,1,10
68,34,32,73,64,30,200,22,60,58,79,64,0,2
72,21,38,73,68,25,82,26,70,64,84,59,1,1
66,34,27,71,61,23,187,23,68,63,75,63,1,2
70,62,38,75,64,29,8,22,72,71,59,69,0,11
66,66,36,66,60,28,155,30,66,68,72,66,1,1
64,36,19,64,51,28,67,32,62,64,75,65,1,10
64,58,24,64,67,23,76,33,66,67,55,71,1,1
65,47,19,71,57,25,160,22,69,60,71,63,1,2
68,46,36,68,65,23,166,29,64,48,78,66,0,1
70,62,2,70,68,25,1,32,67,72,51,73,0,2
69,36,2,72,72,24,1,24,68,66,76,60,1,1
73,78,29,74,73,22,86,26,70,66,78,67,1,12
71,72,8,75,67,32,45,23,68,70,74,55,0,11
65,51,27,70,64,34,160,22,58,56,84,55,1,12
72,60,40,83,61,21,88,20,76,78,68,62,0,1
63,47,27,70,60,14,142,22,59,64,80,65,1,10
70,39,2,76,69,23,6,20,73,67,75,57,1,11
66,65,34,73,50,21,190,21,69,67,54,66,0,9
69,37,40,69,66,22,181,28,65,63,66,60,1,1
66,43,34,69,49,24,166,24,60,59,78,49,1,12
68,48,32,72,64,28,199,23,66,67,93,69,1,11
69,68,34,80,73,13,8,20,70,73,84,50,1,10
66,40,32,66,57,27,146,27,64,65,71,45,0,2
65,66,40,65,62,25,149,28,64,64,66,54,1,1
74,76,29,77,70,38,120,25,74,70,72,59,1,14
68,56,32,81,68,17,4,18,74,71,73,67,1,9
64,34,32,64,56,21,70,32,72,44,67,42,1,10
68,42,2,77,52,27,2,22,64,62,71,58,0,11
65,42,24,65,67,22,38,35,65,53,88,64,1,1
64,52,19,71,70,31,160,22,66,64,73,60,1,11
71,71,21,71,69,35,190,34,71,61,68,64,1,13
63,50,19,71,56,19,133,22,66,68,60,56,0,7
68,70,8,74,64,21,2,21,72,73,78,50,1,10
74,65,21,74,64,17,88,25,79,77,60,68,1,2
64,39,24,64,58,25,67,32,63,61,70,49,0,10
77,83,33,77,73,27,89,34,78,69,61,62,0,12
65,57,27,66,61,30,146,26,63,64,77,59,1,1
71,58,0,71,63,15,0,28,78,72,78,72,0,10
64,52,27,64,53,20,133,27,66,61,83,66,1,1
72,72,8,73,70,28,48,26,69,68,66,61,1,12
65,46,19,65,67,26,149,27,63,58,82,65,0,2
69,29,32,70,65,28,200,26,69,65,70,58,1,1
72,62,21,80,68,14,84,22,75,77,66,69,0,10
73,68,2,73,70,14,83,26,75,78,76,69,1,2
70,39,36,75,59,24,5,24,65,63,69,54,1,11
72,79,40,72,59,28,7,32,74,72,40,66,1,12
73,38,8,80,68,23,87,21,76,63,68,81,1,2
72,74,15,78,70,27,117,22,71,65,64,62,1,11
70,67,34,76,57,21,8,23,68,71,78,65,1,10
66,51,40,69,66,16,163,25,63,59,74,53,1,2
68,65,15,68,60,11,187,28,67,65,64,66,1,6
71,56,36,71,73,35,3,27,74,59,72,66,1,15
67,67,38,70,66,32,198,25,66,64,75,59,1,1
72,47,8,74,73,28,82,27,55,55,79,44,1,12
64,49,32,73,62,18,155,21,67,65,67,63,0,8
69,65,36,69,60,16,185,32,70,72,60,65,0,9
62,59,13,66,55,28,104,24,62,64,70,56,0,10
76,37,21,76,73,31,86,31,68,55,79,33,1,12
69,37,2,70,69,26,199,27,67,65,82,62,1,12
63,52,40,72,59,28,146,21,68,65,50,58,0,1
74,36,8,78,67,25,89,22,66,72,76,53,1,2
65,48,24,65,68,26,64,33,67,68,70,61,1,11
69,28,38,75,60,24,2,22,68,67,78,51,0,10
65,56,27,65,64,36,133,31,66,51,66,62,1,2
64,46,27,80,59,21,187,16,63,66,75,59,0,1
70,46,2,70,53,33,43,29,50,54,82,56,1,11
69,59,19,69,66,21,43,27,67,69,55,66,0,9
70,32,2,83,67,26,9,18,68,67,75,46,1,1
64,53,19,67,56,28,152,24,66,65,75,59,1,11
69,61,36,69,65,25,187,31,74,72,60,64,0,8
74,62,15,74,67,24,3,35,78,79,52,77,1,12
67,45,34,71,65,33,185,24,64,65,64,58,0,11
69,56,32,69,58,28,189,26,66,59,82,59,0,11
69,62,34,69,64,24,187,31,68,67,68,68,1,9
67,56,24,67,58,22,152,32,73,68,67,71,0,9
75,45,25,76,76,37,90,27,59,50,83,56,1,13
72,74,8,75,71,22,50,25,72,73,71,72,1,12
70,58,2,71,66,19,6,26,75,73,62,68,1,9
68,36,24,74,68,25,43,23,70,66,74,67,1,10
64,63,24,71,58,25,163,22,67,69,49,60,1,9
66,60,24,67,60,30,180,25,64,66,68,60,1,1
69,34,8,69,58,19,166,31,63,51,81,46,1,1
70,67,40,70,65,21,1,32,69,67,60,59,1,9
65,52,24,65,69,22,99,33,65,62,72,68,0,12
68,64,8,68,72,21,189,27,68,66,69,61,1,10
67,43,34,70,54,26,181,24,63,65,74,55,1,1
75,67,8,87,78,18,159,19,80,83,70,65,1,9
67,65,36,74,63,20,43,23,69,70,71,70,1,10
74,66,8,83,68,28,144,21,77,76,63,71,1,13
73,64,25,81,68,26,120,22,78,78,69,68,1,1
68,63,34,68,55,23,198,26,68,70,72,66,1,1
67,46,27,67,63,18,104,34,70,58,69,73,1,10
66,47,27,76,69,26,43,20,68,67,47,68,1,10
66,25,24,72,65,13,178,21,63,57,69,58,1,10
64,53,24,67,64,28,152,24,67,64,79,63,1,1
71,65,27,71,76,22,35,38,76,70,43,71,0,1
63,59,19,63,65,31,93,29,57,64,82,64,1,11
72,44,21,72,72,24,5,30,67,59,70,56,0,11
67,56,27,67,56,13,166,30,68,71,68,60,1,10
64,58,27,67,61,18,152,24,61,63,74,59,0,10
69,67,2,69,64,26,43,28,69,68,64,65,1,12
74,76,21,77,68,46,121,24,69,66,72,47,1,14
74,31,29,74,66,36,45,31,66,66,75,57,0,12
66,55,24,66,62,24,152,30,65,69,70,47,0,1
68,59,27,68,65,23,189,27,69,71,74,65,1,11
65,58,27,71,63,28,178,22,70,71,62,60,1,2
68,56,40,69,65,24,200,25,68,76,60,56,1,10
69,57,8,69,74,22,185,32,69,67,65,69,0,10
63,38,27,69,69,25,137,23,59,65,69,65,1,1
64,66,19,67,64,28,152,24,64,65,71,62,1,13
62,51,19,62,60,29,32,32,63,63,51,58,0,11
64,63,27,64,67,33,137,26,62,56,85,60,1,12
76,79,21,76,80,36,144,27,69,64,68,58,1,13
72,67,21,78,59,31,52,23,77,77,62,68,0,13
63,61,24,63,57,29,99,28,66,67,73,64,1,11
71,72,38,71,71,23,7,27,69,69,71,60,1,2
62,53,24,69,55,21,99,23,66,69,71,51,0,1
69,71,40,73,64,25,4,24,70,67,67,60,1,9
64,51,27,64,66,23,76,31,65,57,76,73,1,12
65,53,19,72,68,26,166,19,67,65,78,65,1,1
70,34,8,75,68,28,5,23,65,65,75,44,1,2
64,58,27,64,60,26,110,30,67,64,71,66,1,2
66,70,34,66,55,18,146,32,63,74,66,61,1,9
72,69,8,72,71,19,45,26,70,75,74,58,1,9
68,46,36,69,68,27,200,26,69,65,78,67,0,11
66,59,24,72,55,23,178,23,68,70,69,65,1,11
75,33,25,76,67,30,90,27,63,60,65,49,1,2
62,62,19,70,56,23,127,20,64,66,60,59,1,10
71,32,8,71,61,31,1,31,61,55,69,58,1,11
69,40,36,69,68,28,174,30,60,58,73,38,1,11
65,35,8,77,59,16,180,19,65,61,75,40,1,9
70,69,15,70,54,22,5,24,74,68,69,69,1,1
68,62,2,74,52,11,2,21,74,75,71,58,1,6
71,36,40,71,62,27,3,28,64,47,72,59,1,13
66,62,24,66,59,27,166,26,66,63,65,72,1,1
67,52,28,67,75,31,185,24,68,71,63,62,1,12
71,71,13,78,65,27,47,21,71,73,69,61,1,2
75,69,15,81,72,24,144,22,77,77,80,69,1,11
73,70,21,80,68,25,118,20,72,74,74,76,0,11
70,42,2,82,61,33,9,19,65,64,68,53,0,13
76,44,21,76,69,31,90,30,65,51,72,31,1,11
62,45,13,62,67,27,61,28,63,61,74,63,1,11
68,62,27,68,65,25,166,32,67,65,62,68,0,10
71,72,27,77,59,24,45,21,74,68,60,70,0,10
66,59,8,67,62,25,178,25,66,67,71,66,1,1
67,54,15,78,59,23,2,22,67,64,88,68,1,10
63,58,19,74,60,25,149,19,67,66,52,60,1,1
66,63,24,66,59,27,163,27,65,62,80,72,0,12
67,40,32,75,60,19,198,20,71,66,59,67,0,11
64,64,19,64,63,33,133,27,63,62,73,64,1,12
66,60,24,67,64,17,178,24,69,67,64,66,1,10
66,55,27,66,55,25,160,28,66,59,71,71,1,1
70,62,2,70,68,22,2,30,70,70,78,67,1,9
64,57,24,64,54,25,127,29,65,62,83,65,1,11
68,71,32,84,61,20,8,19,64,67,72,48,1,9
74,73,29,74,75,38,86,28,73,70,62,65,1,15
70,37,38,75,69,19,5,23,68,61,85,63,1,10
64,59,36,64,65,31,133,28,61,62,88,58,1,11
68,68,2,74,55,15,2,22,72,75,66,63,1,10
65,53,19,65,64,21,142,30,66,58,77,68,1,1
63,55,27,74,43,25,155,21,63,58,80,64,1,10
67,56,34,71,63,23,198,23,65,59,80,71,1,13
72,41,38,79,62,31,49,21,67,59,72,59,1,12
69,54,34,69,66,24,189,26,67,71,74,52,1,2
69,35,15,70,63,25,199,26,67,61,69,59,0,1
62,56,19,62,53,19,64,27,60,64,71,52,0,10
69,64,38,69,66,30,168,33,65,64,39,58,1,1
65,24,32,65,64,16,133,27,62,63,80,51,0,11
70,64,40,72,71,24,6,24,73,77,73,55,0,10
72,26,24,78,72,24,48,24,69,57,90,61,1,10
73,74,33,73,75,34,83,26,68,67,70,64,1,12
76,76,21,79,75,26,159,25,77,70,88,56,1,13
73,65,15,80,66,23,118,21,76,77,66,52,1,1
70,37,8,70,75,23,1,26,65,71,88,66,1,8
70,49,34,70,68,26,1,28,63,54,80,65,1,11
64,48,24,72,54,19,163,21,66,63,61,66,1,10
75,71,38,78,56,14,144,24,80,81,74,74,1,6
65,60,24,68,55,31,168,23,62,63,76,64,1,10
68,41,27,68,65,26,174,27,58,60,81,41,0,11
65,47,27,65,59,31,93,32,61,57,58,62,1,11
74,38,15,82,71,24,120,23,64,63,74,48,1,11
63,51,19,72,57,21,137,21,62,61,72,66,1,1
70,65,36,70,67,18,3,27,72,73,72,68,0,10
68,63,34,77,67,26,3,21,71,71,77,69,1,1
67,51,2,67,62,26,127,32,61,66,82,62,1,10
72,47,21,72,72,36,5,30,55,53,78,47,1,12
72,71,15,73,73,32,48,26,69,67,65,65,1,12
64,53,27,64,64,25,104,31,65,64,77,60,1,10
64,45,27,75,67,17,178,20,65,62,64,59,1,9
68,65,2,69,70,18,43,26,61,64,76,55,1,9
67,62,32,68,50,28,187,25,66,67,70,58,1,1
68,52,40,68,71,21,189,28,66,72,60,66,0,9
63,52,19,63,56,29,99,27,65,66,73,64,1,10
70,72,36,70,58,31,3,30,67,63,71,56,1,11
59,48,19,61,50,25,32,25,63,59,79,63,1,11
64,56,19,69,53,24,155,24,65,62,73,69,1,1
64,52,40,69,61,21,155,24,67,64,54,66,1,2
68,34,19,68,75,19,152,31,62,60,78,47,1,8
69,45,27,69,76,21,199,29,70,67,72,73,1,1
65,40,40,74,64,16,185,22,63,63,66,60,1,10
64,53,36,73,60,17,155,20,63,61,74,64,0,9
71,48,38,71,65,29,178,33,63,46,67,51,1,2
69,43,27,69,67,25,181,28,61,65,76,46,0,11
67,51,27,72,55,29,187,24,65,62,82,53,1,11
72,38,40,76,68,35,46,24,65,65,78,67,1,12
66,60,19,66,61,29,163,27,63,67,71,56,1,2
66,56,24,70,62,23,187,22,62,75,66,54,1,8
69,35,8,69,66,25,189,26,64,62,77,52,1,2
67,44,24,77,59,24,2,21,70,65,74,65,1,2
67,46,27,68,61,23,168,26,62,64,87,55,1,11
66,37,13,79,65,21,200,19,62,64,75,56,0,2
62,46,36,62,57,23,70,29,59,61,66,61,1,1
64,64,19,64,70,25,58,34,68,64,33,69,0,11
68,55,8,74,62,25,43,22,61,49,67,60,1,2
66,47,19,70,52,21,168,23,68,67,69,53,0,10
65,43,19,71,62,25,163,22,68,66,68,64,1,2
67,62,15,80,47,12,4,20,73,74,62,66,1,9
70,70,8,75,58,16,8,23,72,73,64,51,1,10
66,59,13,66,65,30,168,25,64,66,83,66,0,11
74,59,34,83,61,13,144,22,75,75,63,72,0,8
67,41,15,71,59,26,181,25,58,55,74,53,1,1
78,45,15,80,77,40,184,26,68,58,35,56,0,12
74,64,8,81,64,24,125,21,81,84,71,75,1,11
65,39,27,75,66,25,180,20,68,61,67,65,0,2
68,60,32,77,64,22,3,20,66,68,77,58,1,11
63,61,19,63,56,20,93,30,66,66,74,50,1,8
69,61,38,80,61,27,8,21,68,72,68,68,1,1
65,24,27,65,62,20,93,32,61,35,65,65,0,10
67,68,34,67,62,26,137,33,69,66,32,70,1,2
65,36,24,75,61,22,180,20,63,66,73,55,0,11
66,59,27,66,60,23,146,27,61,56,82,50,1,13
65,64,27,73,61,20,181,20,65,65,72,63,1,10
70,44,8,70,68,26,1,27,68,65,68,56,1,1
69,56,34,74,64,26,1,24,65,71,73,52,1,2
66,64,27,67,63,28,178,26,65,67,65,67,0,13
74,72,21,74,70,29,87,27,76,75,69,51,1,11
64,60,34,73,64,21,166,22,67,65,72,67,1,11
68,43,34,71,75,14,196,25,73,68,74,48,1,6
71,69,34,76,74,18,45,24,70,73,57,64,1,9
68,66,38,68,59,21,166,32,70,70,49,68,1,2
68,29,8,74,62,21,43,23,65,59,75,55,0,11
69,67,40,69,57,18,43,26,71,72,53,72,1,8
70,66,34,78,61,21,82,20,73,70,51,74,0,13
66,52,40,66,61,33,127,31,66,59,70,45,1,15
67,64,34,67,68,21,168,29,65,61,58,71,0,1
66,62,24,74,70,23,185,20,69,49,59,49,1,2
73,74,21,76,71,37,89,25,71,68,71,64,1,15
70,68,25,70,66,26,4,27,69,69,72,59,1,10
66,62,24,66,61,16,146,32,65,66,58,68,0,8
72,75,2,72,74,32,44,28,74,70,65,66,0,2
67,50,40,67,69,29,185,24,75,72,60,51,1,2
73,71,8,77,72,23,91,24,71,71,57,52,1,2
71,22,2,71,71,27,3,27,65,47,88,59,1,1
66,33,24,77,66,25,181,18,71,60,69,63,0,2
64,45,27,64,60,30,133,28,63,59,80,62,1,13
67,64,15,73,64,25,200,22,73,71,60,65,1,2
67,54,27,73,61,27,189,22,64,66,69,51,0,2
68,36,8,73,59,29,43,22,68,62,81,65,1,12
69,69,40,74,71,19,4,23,71,71,77,66,1,8
65,55,34,69,53,15,155,24,61,60,68,62,1,10
66,41,32,66,58,27,142,28,62,52,74,52,1,11
65,45,19,65,65,27,133,27,66,62,64,45,0,12
77,35,15,84,74,28,184,24,75,56,69,56,1,12
70,33,32,74,65,19,5,24,68,56,74,61,1,2
67,58,34,75,57,21,1,21,70,75,65,65,0,9
69,74,19,73,59,20,4,24,68,73,82,63,1,11
69,50,32,72,63,35,1,23,63,55,75,55,1,12
65,65,19,65,65,22,152,27,63,60,78,55,1,10
68,51,8,73,66,27,43,22,67,63,72,57,1,13
69,64,27,79,61,17,7,21,78,77,74,65,0,6
71,68,8,71,67,24,7,27,71,67,69,60,0,12
67,51,2,67,60,28,146,30,63,54,70,57,1,2
70,60,40,82,65,29,47,20,74,76,68,64,1,13
66,61,24,66,69,23,163,28,61,59,73,59,1,2
70,35,15,73,64,26,4,25,66,65,74,50,1,10
77,74,33,77,71,41,173,26,75,75,79,62,1,12
68,63,2,70,66,28,1,25,67,66,69,65,1,13
63,62,19,63,62,21,104,27,64,63,68,67,0,1
66,38,24,66,64,32,137,29,60,52,75,47,1,2
67,60,36,67,65,26,180,26,62,63,68,66,1,2
67,63,32,70,61,15,196,24,66,68,55,65,1,10
77,20,29,77,72,27,172,25,55,60,78,34,0,12
70,41,15,76,70,22,6,22,67,65,83,45,0,8
64,32,19,69,56,26,146,20,58,55,78,50,1,11
71,69,36,75,66,33,45,23,70,73,69,60,1,12
67,41,38,70,62,27,180,25,67,51,74,53,0,11
73,65,15,81,69,25,120,21,80,79,59,75,1,2
66,64,27,73,59,12,181,19,72,71,66,58,1,6
70,35,15,71,60,35,2,27,55,57,70,50,1,12
65,56,19,74,60,29,185,22,68,66,67,52,0,1
70,28,2,72,67,26,3,25,64,51,66,48,0,2
76,77,25,76,71,43,144,28,71,68,56,75,1,14
68,60,2,77,59,13,3,20,66,69,65,63,1,6
62,53,24,62,63,23,76,27,60,49,84,58,1,10
70,63,40,70,61,24,2,30,74,70,46,73,1,1
72,31,8,72,73,31,199,33,60,53,58,51,0,12
68,35,36,68,64,29,178,26,62,58,77,56,1,2
68,55,24,72,63,13,1,22,76,73,72,69,1,2
66,56,40,79,59,20,2,20,70,69,59,65,1,9
65,60,19,72,60,32,163,23,60,57,67,45,0,12
68,35,36,68,72,29,174,27,53,62,87,35,0,1
66,56,24,66,53,15,152,30,68,70,73,62,1,8
67,69,34,67,65,18,163,31,70,70,68,71,1,1
74,78,8,74,75,27,133,37,79,69,55,69,1,10
72,52,2,79,60,21,52,21,74,80,69,59,1,10
70,65,32,70,69,25,4,26,73,77,62,62,1,1
63,54,19,63,61,26,99,28,64,64,74,61,1,11
71,65,8,71,68,14,6,27,71,73,61,65,1,10
62,59,27,72,60,13,127,21,60,60,60,57,0,10
70,68,2,74,65,27,8,22,66,71,64,54,1,2
73,75,34,73,73,32,9,33,70,56,55,58,1,13
74,76,21,74,73,32,8,34,71,70,60,62,1,2
81,33,3,83,75,35,31,26,67,64,70,56,1,13
72,63,27,77,64,21,52,24,70,75,65,67,0,8
64,35,24,64,58,26,99,29,58,58,72,54,0,10
69,63,15,69,68,15,200,28,70,71,63,63,0,10
69,60,21,69,60,21,1,25,71,75,63,67,0,10
77,32,15,77,76,37,158,30,61,39,64,55,1,12
68,67,36,68,66,22,196,27,64,66,65,56,1,1
67,33,40,67,66,22,155,27,65,56,65,59,1,1
64,66,24,64,61,24,133,28,65,62,67,59,0,8
77,30,29,78,72,31,172,28,63,45,71,56,0,12
68,50,8,68,57,23,166,29,69,68,74,66,1,13
71,53,34,82,65,30,48,21,73,62,77,61,1,14
69,36,8,75,59,18,2,22,67,58,69,57,0,2
71,40,34,75,67,24,8,24,61,59,72,65,1,14
68,38,36,68,66,27,142,32,72,58,70,49,0,2
66,51,32,66,70,24,93,34,64,66,64,65,1,1
76,51,15,76,71,30,118,28,52,44,62,47,0,11
71,70,25,76,54,39,46,22,73,74,73,67,0,13
65,58,27,75,58,33,180,19,68,70,53,55,0,9
70,60,2,70,69,23,5,24,75,74,67,68,1,1
72,40,21,72,71,35,5,30,63,50,59,57,1,13
65,65,32,65,64,26,133,32,63,62,72,62,1,11
71,43,15,76,64,23,9,23,62,59,75,38,1,13
66,40,27,69,61,22,163,25,63,58,92,55,0,9
65,62,32,66,57,43,163,25,62,62,77,56,1,13
68,41,38,68,65,20,163,29,66,67,74,51,0,1
68,59,2,76,58,19,3,21,72,76,68,63,0,8
70,63,34,70,60,11,4,25,71,76,71,56,1,7
64,65,27,68,56,23,152,24,68,65,69,59,1,10
68,64,34,69,74,24,43,25,66,68,64,60,1,2
69,40,8,69,69,31,187,27,63,69,80,36,1,1
66,44,24,66,57,28,197,35,64,64,65,59,0,10
68,67,32,71,64,26,1,25,69,74,73,56,1,10
68,49,19,72,62,25,1,23,66,70,68,67,1,10
